,X,dataCard,monthYear,day,inches,maxTemp,minTemp,date,sawAvalanche
40941,324321,WA899,115,27,4.1,45,35,1/27/15,NA
40942,324322,WA899,115,28,4.1,44,33,1/28/15,NA
40943,324323,WA899,115,29,3.9,46,33,1/29/15,NA
40944,324324,WA899,115,30,4,43,32,1/30/15,NA
40945,324325,WA899,115,31,3.9,41,32,1/31/15,NA
40946,324326,WA899,215,1,3.8,41,33,2/1/15,NA
40947,324327,WA899,215,2,3.9,43,33,2/2/15,NA
40948,324328,WA899,215,3,4,41,34,2/3/15,NA
40949,324329,WA899,215,4,3.9,38,35,2/4/15,NA
40950,324330,WA899,215,5,4,42,36,2/5/15,NA
40951,324331,WA899,215,6,3.8,45,37,2/6/15,NA
40952,324332,WA899,215,7,3.3,44,39,2/7/15,NA
40953,324333,WA899,215,8,3,45,37,2/8/15,NA
40954,324334,WA899,215,9,2.6,45,39,2/9/15,NA
40955,324335,WA899,215,10,2.2,44,37,2/10/15,NA
40956,324336,WA899,215,11,1.6,46,39,2/11/15,NA
40957,324337,WA899,215,12,1.3,53,39,2/12/15,NA
40958,324338,WA899,215,13,0.8,55,40,2/13/15,NA
40959,324339,WA899,215,14,0.1,45,34,2/14/15,NA
40998,324378,WA899,315,25,0.1,43,34,3/25/15,NA
41005,324385,WA899,415,1,0.4,40,34,4/1/15,NA
41006,324386,WA899,415,2,0.9,40,33,4/2/15,NA
41007,324387,WA899,415,3,0.7,44,32,4/3/15,NA
41008,324388,WA899,415,4,0.7,43,31,4/4/15,NA
41009,324389,WA899,415,5,0.6,47,31,4/5/15,No
41010,324390,WA899,415,6,0.5,40,31,4/6/15,NA
41011,324391,WA899,415,7,0.6,48,34,4/7/15,NA
41012,324392,WA899,415,8,0.2,46,36,4/8/15,NA
41019,324399,WA899,415,15,0.6,40,29,4/15/15,NA
41020,324400,WA899,415,16,0.5,55,31,4/16/15,NA
41021,324401,WA899,415,17,0.3,58,36,4/17/15,NA
41235,324615,WA899,1115,17,0.5,48,34,11/17/15,NA
41236,324616,WA899,1115,18,0.1,36,34,11/18/15,NA
41250,324630,WA899,1215,2,0.4,31,24,12/2/15,NA
41251,324631,WA899,1215,3,0.6,38,31,12/3/15,NA
41252,324632,WA899,1215,4,1,36,33,12/4/15,NA
41253,324633,WA899,1215,5,1.1,36,34,12/5/15,NA
41254,324634,WA899,1215,6,3.1,38,34,12/6/15,NA
41255,324635,WA899,1215,7,3.7,42,34,12/7/15,NA
41256,324636,WA899,1215,8,4,48,36,12/8/15,NA
41257,324637,WA899,1215,9,3.7,44,33,12/9/15,NA
41258,324638,WA899,1215,10,3.5,38,34,12/10/15,NA
41259,324639,WA899,1215,11,3.9,37,34,12/11/15,NA
41260,324640,WA899,1215,12,3.8,35,33,12/12/15,Yes
41261,324641,WA899,1215,13,4.8,35,33,12/13/15,NA
41262,324642,WA899,1215,14,6.2,34,31,12/14/15,NA
41263,324643,WA899,1215,15,6.3,34,30,12/15/15,NA
41264,324644,WA899,1215,16,6.8,34,27,12/16/15,NA
41265,324645,WA899,1215,17,7,29,26,12/17/15,Yes
41266,324646,WA899,1215,18,8.8,34,26,12/18/15,NA
41267,324647,WA899,1215,19,10.2,34,30,12/19/15,Yes
41268,324647,WA899,1215,19,10.2,34,30,12/19/15,Yes
41269,324648,WA899,1215,20,10.3,34,28,12/20/15,Yes
41270,324649,WA899,1215,21,11.6,32,30,12/21/15,NA
41271,324650,WA899,1215,22,13.1,34,30,12/22/15,NA
41272,324651,WA899,1215,23,13.7,32,31,12/23/15,NA
41273,324652,WA899,1215,24,15.5,33,30,12/24/15,NA
41274,324653,WA899,1215,25,16.3,33,27,12/25/15,NA
41275,324654,WA899,1215,26,16.5,28,23,12/26/15,NA
41276,324655,WA899,1215,27,16.3,26,23,12/27/15,Yes
41277,324656,WA899,1215,28,16.5,33,25,12/28/15,NA
41278,324657,WA899,1215,29,16.5,31,24,12/29/15,NA
41279,324658,WA899,1215,30,16.2,27,20,12/30/15,NA
41280,324659,WA899,1215,31,16.1,23,18,12/31/15,Yes
41281,324660,WA899,116,1,15.9,23,14,1/1/16,NA
41282,324661,WA899,116,2,15.7,23,13,1/2/16,NA
41283,324662,WA899,116,3,15.5,26,18,1/3/16,NA
41284,324663,WA899,116,4,15.8,32,25,1/4/16,Yes
41285,324663,WA899,116,4,15.8,32,25,1/4/16,Yes
41286,324664,WA899,116,5,16.1,35,30,1/5/16,NA
41287,324665,WA899,116,6,16.3,38,34,1/6/16,Yes
41288,324666,WA899,116,7,16.3,37,33,1/7/16,NA
41289,324667,WA899,116,8,16.4,37,34,1/8/16,NA
41290,324668,WA899,116,9,16.5,34,27,1/9/16,NA
41291,324669,WA899,116,10,16.5,30,26,1/10/16,Yes
41292,324670,WA899,116,11,16.5,31,25,1/11/16,Yes
41293,324671,WA899,116,12,16.5,33,25,1/12/16,NA
41294,324672,WA899,116,13,17.7,35,33,1/13/16,NA
41295,324673,WA899,116,14,18.4,36,29,1/14/16,NA
41296,324674,WA899,116,15,18.7,36,27,1/15/16,NA
41297,324675,WA899,116,16,18.9,34,30,1/16/16,NA
41298,324676,WA899,116,17,20.5,35,32,1/17/16,Yes
41299,324677,WA899,116,18,20.9,38,34,1/18/16,NA
41300,324678,WA899,116,19,21,35,32,1/19/16,NA
41301,324679,WA899,116,20,21.3,37,34,1/20/16,NA
41302,324680,WA899,116,21,21.9,39,34,1/21/16,NA
41303,324681,WA899,116,22,23.7,40,34,1/22/16,NA
41304,324682,WA899,116,23,23.7,40,34,1/23/16,NA
41305,324683,WA899,116,24,24.2,36,31,1/24/16,Yes
41306,324684,WA899,116,25,24.4,37,29,1/25/16,Yes
41307,324685,WA899,116,26,24.5,38,34,1/26/16,NA
41308,324686,WA899,116,27,24.4,42,35,1/27/16,NA
41309,324687,WA899,116,28,24.3,42,35,1/28/16,NA
41310,324688,WA899,116,29,23.5,37,33,1/29/16,NA
41311,324689,WA899,116,30,23.9,35,31,1/30/16,NA
41312,324690,WA899,116,31,24.4,35,31,1/31/16,NA
41313,324691,WA899,216,1,24.6,35,30,2/1/16,NA
41314,324692,WA899,216,2,24.9,38,29,2/2/16,NA
41315,324693,WA899,216,3,25.1,33,28,2/3/16,NA
41316,324694,WA899,216,4,25.7,36,33,2/4/16,Yes
41317,324695,WA899,216,5,26.5,38,34,2/5/16,NA
41318,324696,WA899,216,6,26.5,36,30,2/6/16,NA
41319,324697,WA899,216,7,27.1,38,29,2/7/16,NA
41320,324698,WA899,216,8,27.2,48,33,2/8/16,NA
41321,324699,WA899,216,9,27.2,49,35,2/9/16,NA
41322,324700,WA899,216,10,27.2,40,35,2/10/16,NA
41323,324701,WA899,216,11,27,44,35,2/11/16,NA
41324,324702,WA899,216,12,26.9,40,35,2/12/16,NA
41325,324703,WA899,216,13,26.6,40,34,2/13/16,NA
41326,324704,WA899,216,14,26.9,43,36,2/14/16,NA
41327,324705,WA899,216,15,26.5,43,37,2/15/16,NA
41328,324706,WA899,216,16,26.4,42,36,2/16/16,NA
41329,324707,WA899,216,17,26,44,35,2/17/16,NA
41330,324708,WA899,216,18,25.8,39,34,2/18/16,NA
41331,324709,WA899,216,19,25.8,38,33,2/19/16,NA
41332,324710,WA899,216,20,26.2,40,32,2/20/16,Yes
41333,324711,WA899,216,21,26.3,38,32,2/21/16,NA
41334,324712,WA899,216,22,26.5,37,30,2/22/16,NA
41335,324713,WA899,216,23,26.7,41,30,2/23/16,NA
41336,324714,WA899,216,24,26.7,47,33,2/24/16,NA
41337,324715,WA899,216,25,26.7,49,33,2/25/16,NA
41338,324716,WA899,216,26,26.6,50,35,2/26/16,Yes
41339,324717,WA899,216,27,26.5,42,34,2/27/16,NA
41340,324718,WA899,216,28,26.2,40,34,2/28/16,NA
41341,324719,WA899,216,29,26.5,41,34,2/29/16,NA
46772,330150,WA908,1114,13,0.3,33,22,11/13/14,NA
46773,330151,WA908,1114,14,0.4,33,24,11/14/14,NA
46774,330152,WA908,1114,15,0.5,37,24,11/15/14,NA
46775,330153,WA908,1114,16,0.5,47,30,11/16/14,NA
46776,330154,WA908,1114,17,0.5,50,40,11/17/14,NA
46777,330155,WA908,1114,18,0.3,50,43,11/18/14,NA
46782,330160,WA908,1114,23,0.7,37,34,11/23/14,NA
46783,330161,WA908,1114,24,1.6,44,34,11/24/14,NA
46784,330162,WA908,1114,25,1.5,47,41,11/25/14,NA
46785,330163,WA908,1114,26,0.5,47,45,11/26/14,NA
46788,330166,WA908,1114,29,0.6,29,16,11/29/14,NA
46789,330167,WA908,1114,30,0.9,27,17,11/30/14,NA
46790,330168,WA908,1214,1,1.1,34,22,12/1/14,NA
46791,330169,WA908,1214,2,1,34,25,12/2/14,No
46792,330170,WA908,1214,3,1.1,38,30,12/3/14,NA
46793,330171,WA908,1214,4,1,42,37,12/4/14,NA
46794,330172,WA908,1214,5,1,46,40,12/5/14,NA
46795,330173,WA908,1214,6,0.7,44,38,12/6/14,NA
46796,330174,WA908,1214,7,0.3,45,38,12/7/14,NA
46797,330175,WA908,1214,8,0.2,47,41,12/8/14,NA
46813,330191,WA908,1214,24,0.8,33,31,12/24/14,NA
46814,330192,WA908,1214,25,1.9,34,31,12/25/14,NA
46815,330193,WA908,1214,26,2,35,30,12/26/14,NA
46816,330194,WA908,1214,27,2,35,32,12/27/14,NA
46817,330195,WA908,1214,28,4.1,35,28,12/28/14,NA
46818,330196,WA908,1214,29,4.6,30,19,12/29/14,NA
46819,330197,WA908,1214,30,4.4,25,15,12/30/14,NA
46820,330198,WA908,1214,31,4.4,33,21,12/31/14,NA
46821,330199,WA908,115,1,4.2,36,28,1/1/15,NA
46822,330200,WA908,115,2,4.3,35,31,1/2/15,NA
46823,330201,WA908,115,3,5,34,28,1/3/15,NA
46824,330202,WA908,115,4,5.1,41,31,1/4/15,NA
46825,330203,WA908,115,5,7.1,43,40,1/5/15,NA
46826,330204,WA908,115,6,5.5,48,38,1/6/15,NA
46827,330205,WA908,115,7,5.1,53,45,1/7/15,NA
46828,330206,WA908,115,8,5,53,42,1/8/15,NA
46829,330207,WA908,115,9,4.9,48,40,1/9/15,NA
46830,330208,WA908,115,10,4.9,41,37,1/10/15,NA
46831,330209,WA908,115,11,4.8,40,36,1/11/15,NA
46832,330210,WA908,115,12,4.6,41,34,1/12/15,NA
46833,330211,WA908,115,13,4.6,45,34,1/13/15,NA
46834,330212,WA908,115,14,4.6,48,40,1/14/15,NA
46835,330213,WA908,115,15,4.5,44,37,1/15/15,No
46836,330214,WA908,115,16,4.6,39,33,1/16/15,NA
46837,330215,WA908,115,17,4.5,45,32,1/17/15,NA
46838,330216,WA908,115,18,4.4,45,36,1/18/15,NA
46839,330217,WA908,115,19,4.1,36,33,1/19/15,NA
46840,330218,WA908,115,20,4.2,39,33,1/20/15,NA
46841,330219,WA908,115,21,4.2,44,34,1/21/15,NA
46842,330220,WA908,115,22,3.7,43,38,1/22/15,NA
46843,330221,WA908,115,23,4,47,43,1/23/15,NA
46844,330222,WA908,115,24,3.4,49,45,1/24/15,NA
46845,330223,WA908,115,25,2.5,56,42,1/25/15,NA
46846,330224,WA908,115,26,2.2,56,44,1/26/15,NA
46847,330225,WA908,115,27,2,47,39,1/27/15,NA
46848,330226,WA908,115,28,1.8,46,36,1/28/15,NA
46849,330227,WA908,115,29,1.6,50,38,1/29/15,NA
46850,330228,WA908,115,30,1.6,52,40,1/30/15,NA
46851,330229,WA908,115,31,1.7,48,40,1/31/15,NA
46852,330230,WA908,215,1,1.6,43,35,2/1/15,NA
46853,330231,WA908,215,2,1.4,42,34,2/2/15,NA
46854,330232,WA908,215,3,1.2,39,35,2/3/15,NA
46855,330233,WA908,215,4,1,42,36,2/4/15,NA
46856,330234,WA908,215,5,0.8,46,40,2/5/15,NA
46857,330235,WA908,215,6,0.2,46,41,2/6/15,NA
46903,330281,WA908,315,24,0.3,38,34,3/24/15,NA
46904,330282,WA908,315,25,0.8,46,34,3/25/15,NA
46905,330283,WA908,315,26,0.3,57,44,3/26/15,NA
46906,330284,WA908,315,27,0.3,58,40,3/27/15,NA
46911,330289,WA908,415,1,0.8,44,33,4/1/15,NA
46912,330290,WA908,415,2,1.4,41,33,4/2/15,NA
46913,330291,WA908,415,3,1.6,40,33,4/3/15,NA
46914,330292,WA908,415,4,1.9,42,32,4/4/15,NA
46915,330293,WA908,415,5,1.9,46,32,4/5/15,NA
46916,330294,WA908,415,6,1.8,40,33,4/6/15,NA
46917,330295,WA908,415,7,2.2,44,33,4/7/15,NA
46918,330296,WA908,415,8,2,48,36,4/8/15,NA
46919,330297,WA908,415,9,1.7,50,35,4/9/15,NA
46920,330298,WA908,415,10,1.6,46,35,4/10/15,NA
46921,330299,WA908,415,11,1.7,37,31,4/11/15,NA
46922,330300,WA908,415,12,2.5,38,31,4/12/15,NA
46923,330301,WA908,415,13,2.8,42,30,4/13/15,NA
46924,330302,WA908,415,14,3.6,39,30,4/14/15,NA
46925,330303,WA908,415,15,4.6,43,31,4/15/15,NA
46926,330304,WA908,415,16,4.5,54,33,4/16/15,NA
46927,330305,WA908,415,17,4.2,55,40,4/17/15,NA
46928,330306,WA908,415,18,3.7,58,37,4/18/15,NA
46929,330307,WA908,415,19,3.4,62,42,4/19/15,NA
46930,330308,WA908,415,20,2.9,64,46,4/20/15,NA
46931,330309,WA908,415,21,2.2,53,33,4/21/15,NA
46932,330310,WA908,415,22,1.7,43,33,4/22/15,NA
46933,330311,WA908,415,23,1.3,41,32,4/23/15,NA
46934,330312,WA908,415,24,1.5,37,33,4/24/15,NA
46935,330313,WA908,415,25,2.4,38,32,4/25/15,NA
46936,330314,WA908,415,26,2.9,47,32,4/26/15,NA
46937,330315,WA908,415,27,2.7,64,41,4/27/15,NA
46938,330316,WA908,415,28,1.5,52,37,4/28/15,NA
46939,330317,WA908,415,29,1,45,36,4/29/15,NA
46940,330318,WA908,415,30,0.5,53,36,4/30/15,NA
46946,330324,WA908,515,6,0.6,44,34,5/6/15,NA
47135,330513,WA908,1115,11,0.1,38,33,11/11/15,NA
47136,330514,WA908,1115,12,0.6,43,33,11/12/15,NA
47137,330515,WA908,1115,13,0.6,46,43,11/13/15,NA
47140,330518,WA908,1115,16,0.6,37,29,11/16/15,NA
47141,330519,WA908,1115,17,1.6,47,32,11/17/15,NA
47142,330520,WA908,1115,18,0.8,35,31,11/18/15,NA
47143,330521,WA908,1115,19,1.3,36,28,11/19/15,NA
47144,330522,WA908,1115,20,1.4,36,27,11/20/15,NA
47145,330523,WA908,1115,21,1.3,43,30,11/21/15,NA
47146,330524,WA908,1115,22,1.3,45,39,11/22/15,NA
47147,330525,WA908,1115,23,1.5,41,33,11/23/15,NA
47148,330526,WA908,1115,24,2,35,30,11/24/15,NA
47149,330527,WA908,1115,25,2.1,35,27,11/25/15,NA
47150,330528,WA908,1115,26,2.1,39,29,11/26/15,NA
47151,330529,WA908,1115,27,2.1,43,34,11/27/15,NA
47152,330530,WA908,1115,28,2.1,45,35,11/28/15,NA
47153,330531,WA908,1115,29,2.1,46,36,11/29/15,NA
47154,330532,WA908,1115,30,2.1,42,34,11/30/15,NA
47155,330533,WA908,1215,1,2.1,41,35,12/1/15,NA
47156,330534,WA908,1215,2,2.3,44,36,12/2/15,NA
47157,330535,WA908,1215,3,2.1,42,37,12/3/15,NA
47158,330536,WA908,1215,4,1.7,38,34,12/4/15,NA
47159,330537,WA908,1215,5,1.9,38,34,12/5/15,NA
47160,330538,WA908,1215,6,1.9,40,37,12/6/15,NA
47161,330539,WA908,1215,7,1.6,43,37,12/7/15,NA
47162,330540,WA908,1215,8,1.3,49,41,12/8/15,NA
47163,330541,WA908,1215,9,0.6,45,34,12/9/15,NA
47164,330542,WA908,1215,10,0.4,40,34,12/10/15,NA
47165,330543,WA908,1215,11,0.5,36,33,12/11/15,NA
47166,330544,WA908,1215,12,0.4,36,33,12/12/15,NA
47167,330545,WA908,1215,13,1.2,35,32,12/13/15,NA
47168,330546,WA908,1215,14,3,33,29,12/14/15,NA
47169,330547,WA908,1215,15,3.1,33,27,12/15/15,NA
47170,330548,WA908,1215,16,3.9,33,25,12/16/15,NA
47171,330549,WA908,1215,17,4.2,35,27,12/17/15,NA
47172,330550,WA908,1215,18,4.9,36,33,12/18/15,NA
47173,330551,WA908,1215,19,5.5,33,31,12/19/15,NA
47174,330552,WA908,1215,20,5.5,33,31,12/20/15,NA
47175,330553,WA908,1215,21,6.4,32,29,12/21/15,NA
47176,330554,WA908,1215,22,8.3,34,29,12/22/15,NA
47177,330555,WA908,1215,23,9.5,30,29,12/23/15,NA
47178,330556,WA908,1215,24,13.2,31,28,12/24/15,NA
47179,330557,WA908,1215,25,15.3,35,25,12/25/15,NA
47180,330558,WA908,1215,26,15.5,33,25,12/26/15,NA
47181,330559,WA908,1215,27,15.5,34,27,12/27/15,NA
47182,330560,WA908,1215,28,16.4,35,27,12/28/15,NA
47183,330561,WA908,1215,29,16.4,34,21,12/29/15,NA
47184,330562,WA908,1215,30,16.2,27,19,12/30/15,NA
47185,330563,WA908,1215,31,16.2,31,22,12/31/15,NA
47186,330564,WA908,116,1,16.2,35,27,1/1/16,NA
47187,330565,WA908,116,2,16.3,33,23,1/2/16,NA
47188,330566,WA908,116,3,16.2,30,24,1/3/16,NA
47189,330567,WA908,116,4,16.3,36,30,1/4/16,NA
47190,330568,WA908,116,5,16.7,37,35,1/5/16,NA
47191,330569,WA908,116,6,17,41,34,1/6/16,NA
47192,330570,WA908,116,7,17.1,39,34,1/7/16,NA
47193,330571,WA908,116,8,17,38,33,1/8/16,NA
47194,330572,WA908,116,9,17,39,32,1/9/16,NA
47195,330573,WA908,116,10,16.9,42,32,1/10/16,NA
47196,330574,WA908,116,11,16.9,39,36,1/11/16,NA
47197,330575,WA908,116,12,17.9,41,36,1/12/16,NA
47198,330576,WA908,116,13,18.4,38,33,1/13/16,NA
47199,330577,WA908,116,14,19.4,35,29,1/14/16,NA
47200,330578,WA908,116,15,18.8,35,29,1/15/16,NA
47201,330579,WA908,116,16,19,39,34,1/16/16,NA
47202,330580,WA908,116,17,19.3,38,35,1/17/16,NA
47203,330581,WA908,116,18,19,40,33,1/18/16,NA
47204,330582,WA908,116,19,18.7,39,33,1/19/16,NA
47205,330583,WA908,116,20,18.8,36,33,1/20/16,NA
47206,330584,WA908,116,21,19.4,43,35,1/21/16,NA
47207,330585,WA908,116,22,19.3,41,35,1/22/16,NA
47208,330586,WA908,116,23,18.8,37,33,1/23/16,NA
47209,330587,WA908,116,24,19.3,36,31,1/24/16,NA
47210,330588,WA908,116,25,19.4,37,31,1/25/16,NA
47211,330589,WA908,116,26,19.4,44,36,1/26/16,NA
47212,330590,WA908,116,27,19.3,45,41,1/27/16,NA
47213,330591,WA908,116,28,19.3,44,35,1/28/16,NA
47214,330592,WA908,116,29,18.4,35,32,1/29/16,NA
47215,330593,WA908,116,30,18.9,33,30,1/30/16,NA
47216,330594,WA908,116,31,19.7,32,30,1/31/16,NA
47217,330595,WA908,216,1,20.3,35,29,2/1/16,NA
47218,330596,WA908,216,2,20.8,36,28,2/2/16,NA
47219,330597,WA908,216,3,20.8,37,30,2/3/16,NA
47220,330598,WA908,216,4,21.7,35,34,2/4/16,NA
47221,330599,WA908,216,5,22.7,40,34,2/5/16,NA
47222,330600,WA908,216,6,23.2,35,31,2/6/16,NA
47223,330601,WA908,216,7,22.8,45,30,2/7/16,NA
47224,330602,WA908,216,8,22.6,57,45,2/8/16,NA
47225,330603,WA908,216,9,22.5,57,46,2/9/16,NA
47226,330604,WA908,216,10,22.4,49,39,2/10/16,NA
47227,330605,WA908,216,11,22.7,47,36,2/11/16,NA
47228,330606,WA908,216,12,22.7,44,36,2/12/16,NA
47229,330607,WA908,216,13,22,38,34,2/13/16,NA
47230,330608,WA908,216,14,23.2,42,37,2/14/16,NA
47231,330609,WA908,216,15,22.4,42,39,2/15/16,No
47232,330610,WA908,216,16,22,41,37,2/16/16,NA
47233,330611,WA908,216,17,21.1,47,35,2/17/16,NA
47234,330612,WA908,216,18,21.4,36,34,2/18/16,NA
47235,330613,WA908,216,19,21.5,37,32,2/19/16,NA
47236,330614,WA908,216,20,22.6,40,30,2/20/16,NA
47237,330615,WA908,216,21,22.7,35,30,2/21/16,NA
47238,330616,WA908,216,22,22.7,35,31,2/22/16,NA
47239,330617,WA908,216,23,23.2,40,29,2/23/16,NA
47240,330618,WA908,216,24,23.3,44,35,2/24/16,NA
47241,330619,WA908,216,25,23.3,53,38,2/25/16,NA
47242,330620,WA908,216,26,23.4,52,39,2/26/16,NA
47243,330621,WA908,216,27,23.8,41,36,2/27/16,No
47244,330622,WA908,216,28,23.7,38,33,2/28/16,NA
47245,330623,WA908,216,29,24.1,37,33,2/29/16,NA
52672,383282,WA974,1114,9,0.2,42,32,11/9/14,NA
52684,383294,WA974,1114,21,0.2,37,30,11/21/14,NA
52685,383295,WA974,1114,22,0.3,33,29,11/22/14,NA
52686,383296,WA974,1114,23,0.6,32,26,11/23/14,NA
52687,383297,WA974,1114,24,1.9,40,25,11/24/14,NA
52688,383298,WA974,1114,25,2.1,42,36,11/25/14,NA
52689,383299,WA974,1114,26,1.7,42,39,11/26/14,NA
52690,383300,WA974,1114,27,0.6,42,37,11/27/14,NA
52691,383301,WA974,1114,28,0.3,38,21,11/28/14,NA
52692,383302,WA974,1114,29,0.7,22,6,11/29/14,NA
52693,383303,WA974,1114,30,0.8,28,9,11/30/14,NA
52694,383304,WA974,1214,1,1,27,16,12/1/14,NA
52695,383305,WA974,1214,2,0.9,31,20,12/2/14,NA
52696,383306,WA974,1214,3,1,38,28,12/3/14,NA
52697,383307,WA974,1214,4,1.1,40,34,12/4/14,NA
52698,383308,WA974,1214,5,1.1,42,36,12/5/14,NA
52699,383309,WA974,1214,6,0.9,38,33,12/6/14,NA
52700,383310,WA974,1214,7,0.7,42,33,12/7/14,NA
52701,383311,WA974,1214,8,0.9,42,35,12/8/14,NA
52702,383312,WA974,1214,9,0.2,43,35,12/9/14,No
52704,383314,WA974,1214,11,0.3,37,31,12/11/14,NA
52705,383315,WA974,1214,12,1.3,33,27,12/12/14,NA
52706,383316,WA974,1214,13,1.5,32,22,12/13/14,NA
52707,383317,WA974,1214,14,1.5,30,22,12/14/14,NA
52708,383318,WA974,1214,15,1.5,35,23,12/15/14,NA
52709,383319,WA974,1214,16,1.6,35,30,12/16/14,NA
52710,383320,WA974,1214,17,1.7,34,31,12/17/14,NA
52711,383321,WA974,1214,18,1.7,36,29,12/18/14,NA
52712,383322,WA974,1214,19,2.2,33,29,12/19/14,NA
52713,383323,WA974,1214,20,2.9,39,30,12/20/14,NA
52714,383324,WA974,1214,21,3.5,36,31,12/21/14,NA
52715,383325,WA974,1214,22,3.7,31,26,12/22/14,NA
52716,383326,WA974,1214,23,3.7,39,28,12/23/14,NA
52717,383327,WA974,1214,24,4,30,25,12/24/14,NA
52718,383328,WA974,1214,25,4.2,29,22,12/25/14,NA
52719,383329,WA974,1214,26,4.2,32,26,12/26/14,NA
52720,383330,WA974,1214,27,4.3,32,27,12/27/14,NA
52721,383331,WA974,1214,28,4.7,30,22,12/28/14,NA
52722,383332,WA974,1214,29,5.6,23,6,12/29/14,NA
52723,383333,WA974,1214,30,5.7,21,5,12/30/14,NA
52724,383334,WA974,1214,31,5.7,32,19,12/31/14,NA
52725,383335,WA974,115,1,5.8,36,30,1/1/15,NA
52726,383336,WA974,115,2,5.8,35,22,1/2/15,NA
52727,383337,WA974,115,3,5.8,28,20,1/3/15,NA
52728,383338,WA974,115,4,5.9,40,27,1/4/15,NA
52729,383339,WA974,115,5,6.2,41,36,1/5/15,NA
52730,383340,WA974,115,6,5.7,51,35,1/6/15,NA
52731,383341,WA974,115,7,5.7,50,40,1/7/15,NA
52732,383342,WA974,115,8,5.7,52,42,1/8/15,NA
52733,383343,WA974,115,9,5.7,47,37,1/9/15,NA
52734,383344,WA974,115,10,5.7,40,33,1/10/15,NA
52735,383345,WA974,115,11,5.7,35,30,1/11/15,NA
52736,383346,WA974,115,12,5.7,36,29,1/12/15,NA
52737,383347,WA974,115,13,5.9,42,29,1/13/15,NA
52738,383348,WA974,115,14,5.9,48,33,1/14/15,NA
52739,383349,WA974,115,15,5.7,39,33,1/15/15,NA
52740,383350,WA974,115,16,6.3,34,27,1/16/15,NA
52741,383351,WA974,115,17,6.5,41,29,1/17/15,NA
52742,383352,WA974,115,18,6.3,41,29,1/18/15,NA
52743,383353,WA974,115,19,7.2,33,26,1/19/15,NA
52744,383354,WA974,115,20,7.3,30,24,1/20/15,NA
52745,383355,WA974,115,21,7.3,34,25,1/21/15,NA
52746,383356,WA974,115,22,7.4,41,34,1/22/15,NA
52747,383357,WA974,115,23,7.4,45,38,1/23/15,NA
52748,383358,WA974,115,24,6.4,47,41,1/24/15,NA
52749,383359,WA974,115,25,5.6,55,43,1/25/15,NA
52750,383360,WA974,115,26,5.4,51,40,1/26/15,NA
52751,383361,WA974,115,27,5.4,43,30,1/27/15,NA
52752,383362,WA974,115,28,5.4,42,27,1/28/15,NA
52753,383363,WA974,115,29,5.4,43,33,1/29/15,NA
52754,383364,WA974,115,30,5.4,47,33,1/30/15,NA
52755,383365,WA974,115,31,5.4,46,32,1/31/15,NA
52756,383366,WA974,215,1,5.4,42,29,2/1/15,NA
52757,383367,WA974,215,2,5.4,38,30,2/2/15,NA
52758,383368,WA974,215,3,5.4,37,30,2/3/15,NA
52759,383369,WA974,215,4,5.4,38,30,2/4/15,NA
52760,383370,WA974,215,5,5.2,42,36,2/5/15,NA
52761,383371,WA974,215,6,3.6,42,35,2/6/15,NA
52762,383372,WA974,215,7,2.5,38,34,2/7/15,NA
52763,383373,WA974,215,8,2.6,42,34,2/8/15,NA
52764,383374,WA974,215,9,2.5,40,36,2/9/15,NA
52765,383375,WA974,215,10,2.1,40,32,2/10/15,NA
52766,383376,WA974,215,11,2,46,32,2/11/15,NA
52767,383377,WA974,215,12,1.7,47,38,2/12/15,NA
52768,383378,WA974,215,13,1,52,39,2/13/15,NA
52769,383379,WA974,215,14,0.4,41,29,2/14/15,NA
52781,383391,WA974,215,26,0.1,40,33,2/26/15,NA
52782,383392,WA974,215,27,0.4,33,26,2/27/15,NA
52783,383393,WA974,215,28,1.3,33,21,2/28/15,NA
52784,383394,WA974,315,1,1.3,36,22,3/1/15,NA
52785,383395,WA974,315,2,1.5,32,20,3/2/15,NA
52786,383396,WA974,315,3,1.5,36,16,3/3/15,NA
52787,383397,WA974,315,4,1.5,43,23,3/4/15,NA
52788,383398,WA974,315,5,1.6,46,29,3/5/15,NA
52789,383399,WA974,315,6,1.6,49,33,3/6/15,NA
52790,383400,WA974,315,7,1.6,47,32,3/7/15,No
52791,383401,WA974,315,8,1.6,54,33,3/8/15,NA
52792,383402,WA974,315,9,1.6,50,33,3/9/15,NA
52793,383403,WA974,315,10,1.6,56,36,3/10/15,NA
52794,383404,WA974,315,11,1.6,42,36,3/11/15,NA
52795,383405,WA974,315,12,1.5,45,35,3/12/15,NA
52796,383406,WA974,315,13,1.4,51,34,3/13/15,NA
52797,383407,WA974,315,14,1.3,41,33,3/14/15,NA
52798,383408,WA974,315,15,1.2,34,28,3/15/15,NA
52799,383409,WA974,315,16,3.2,37,24,3/16/15,NA
52800,383410,WA974,315,17,3.3,38,28,3/17/15,NA
52801,383411,WA974,315,18,3.3,44,25,3/18/15,NA
52802,383412,WA974,315,19,3.3,42,33,3/19/15,NA
52803,383413,WA974,315,20,3.3,40,36,3/20/15,NA
52804,383414,WA974,315,21,2.7,37,30,3/21/15,NA
52805,383415,WA974,315,22,2.9,36,28,3/22/15,NA
52806,383416,WA974,315,23,3,35,27,3/23/15,NA
52807,383417,WA974,315,24,3.2,38,26,3/24/15,NA
