$ Get data for 711:WA:SNTL...
$ OH Datacard Time Series created at 03-02-2016 19:32:43 from web application
$ Data source: nrcs
$ Data type: Air Temperature Minimum (degF)
$ 
$ Symbol for missing data = -999.0 
$ Symbol for accumulated data = -998.0 
$ 
datacard       TEMP DEGF 24   WA711           Rainy Pass
WA711       1210  16     18.00
WA711       1210  17     21.00
WA711       1210  18     17.00
WA711       1210  19     15.00
WA711       1210  20     17.00
WA711       1210  21     21.00
WA711       1210  22     23.00
WA711       1210  23     23.00
WA711       1210  24     26.00
WA711       1210  25     28.00
WA711       1210  26     25.00
WA711       1210  27     24.00
WA711       1210  28     24.00
WA711       1210  29     11.00
WA711       1210  30      2.00
WA711       1210  31      2.00
WA711       0111   1      5.00
WA711       0111   2     11.00
WA711       0111   3     14.00
WA711       0111   4     15.00
WA711       0111   5     22.00
WA711       0111   6     30.00
WA711       0111   7     25.00
WA711       0111   8     19.00
WA711       0111   9     11.00
WA711       0111  10     11.00
WA711       0111  11      8.00
WA711       0111  12     13.00
WA711       0111  13     24.00
WA711       0111  14     34.00
WA711       0111  15     32.00
WA711       0111  16     34.00
WA711       0111  17     29.00
WA711       0111  18     25.00
WA711       0111  19     19.00
WA711       0111  20     22.00
WA711       0111  21     27.00
WA711       0111  22     27.00
WA711       0111  23     30.00
WA711       0111  24     31.00
WA711       0111  25     33.00
WA711       0111  26     32.00
WA711       0111  27     31.00
WA711       0111  28     31.00
WA711       0111  29     22.00
WA711       0111  30     12.00
WA711       0111  31     12.00
WA711       0211   1     12.00
WA711       0211   2     11.00
WA711       0211   3     20.00
WA711       0211   4     32.00
WA711       0211   5     28.00
WA711       0211   6     28.00
WA711       0211   7     25.00
WA711       0211   8     15.00
WA711       0211   9     13.00
WA711       0211  10     16.00
WA711       0211  11     27.00
WA711       0211  12     28.00
WA711       0211  13     26.00
WA711       0211  14     28.00
WA711       0211  15     23.00
WA711       0211  16     17.00
WA711       0211  17     17.00
WA711       0211  18     15.00
WA711       0211  19      9.00
WA711       0211  20      5.00
WA711       0211  21     11.00
WA711       0211  22     15.00
WA711       0211  23      9.00
WA711       0211  24      2.00
WA711       0211  25     -8.00
WA711       0211  26      0.00
WA711       0211  27     14.00
WA711       0211  28     20.00
WA711       0311   1     16.00
WA711       0311   2     19.00
WA711       0311   3     19.00
WA711       0311   4     12.00
WA711       0311   5     22.00
WA711       0311   6     17.00
WA711       0311   7     18.00
WA711       0311   8     18.00
WA711       0311   9     22.00
WA711       0311  10     25.00
WA711       0311  11     24.00
WA711       0311  12     27.00
WA711       0311  13     25.00
WA711       0311  14     29.00
WA711       0311  15     29.00
WA711       0311  16     26.00
WA711       0311  17     18.00
WA711       0311  18     25.00
WA711       0311  19     24.00
WA711       0311  20     20.00
WA711       0311  21     29.00
WA711       0311  22     21.00
WA711       0311  23     19.00
WA711       0311  24     28.00
WA711       0311  25     29.00
WA711       0311  26     28.00
WA711       0311  27     30.00
WA711       0311  28     30.00
WA711       0311  29     29.00
WA711       0311  30     32.00
WA711       0311  31     30.00
WA711       0411   1     28.00
WA711       0411   2     28.00
WA711       0411   3     27.00
WA711       0411   4     27.00
WA711       0411   5     26.00
WA711       0411   6     23.00
WA711       0411   7     21.00
WA711       0411   8     21.00
WA711       0411   9     27.00
WA711       0411  10     30.00
WA711       0411  11     22.00
WA711       0411  12     19.00
WA711       0411  13     26.00
WA711       0411  14     25.00
WA711       0411  15     23.00
WA711       0411  16     25.00
WA711       0411  17     20.00
WA711       0411  18     20.00
WA711       0411  19     19.00
WA711       0411  20     18.00
WA711       0411  21     24.00
WA711       0411  22     23.00
WA711       0411  23     25.00
WA711       0411  24     28.00
WA711       0411  25     29.00
WA711       0411  26     29.00
WA711       0411  27     29.00
WA711       0411  28     26.00
WA711       0411  29     26.00
WA711       0411  30     29.00
WA711       0511   1     26.00
WA711       0511   2     30.00
WA711       0511   3     29.00
WA711       0511   4     28.00
WA711       0511   5     32.00
WA711       0511   6     32.00
WA711       0511   7     32.00
WA711       0511   8     31.00
WA711       0511   9     34.00
WA711       0511  10     34.00
WA711       0511  11     33.00
WA711       0511  12     29.00
WA711       0511  13     29.00
WA711       0511  14     37.00
WA711       0511  15     34.00
WA711       0511  16     31.00
WA711       0511  17     30.00
WA711       0511  18     31.00
WA711       0511  19     32.00
WA711       0511  20     36.00
WA711       0511  21     35.00
WA711       0511  22     34.00
WA711       0511  23     34.00
WA711       0511  24     35.00
WA711       0511  25     34.00
WA711       0511  26     31.00
WA711       0511  27     33.00
WA711       0511  28     33.00
WA711       0511  29     35.00
WA711       0511  30     35.00
WA711       0511  31     34.00
WA711       0611   1     34.00
WA711       0611   2     35.00
WA711       0611   3     35.00
WA711       0611   4     35.00
WA711       0611   5     38.00
WA711       0611   6     39.00
WA711       0611   7     36.00
WA711       0611   8     35.00
WA711       0611   9     37.00
WA711       0611  10     38.00
WA711       0611  11     37.00
WA711       0611  12     36.00
WA711       0611  13     37.00
WA711       0611  14     36.00
WA711       0611  15     35.00
WA711       0611  16     35.00
WA711       0611  17     36.00
WA711       0611  18     38.00
WA711       0611  19     38.00
WA711       0611  20     37.00
WA711       0611  21     37.00
WA711       0611  22     39.00
WA711       0611  23     36.00
WA711       0611  24     35.00
WA711       0611  25     36.00
WA711       0611  26     34.00
WA711       0611  27     41.00
WA711       0611  28     42.00
WA711       0611  29     40.00
WA711       0611  30     37.00
WA711       0711   1     37.00
WA711       0711   2     39.00
WA711       0711   3     38.00
WA711       0711   4     35.00
WA711       0711   5     42.00
WA711       0711   6     44.00
WA711       0711   7     38.00
WA711       0711   8     35.00
WA711       0711   9     34.00
WA711       0711  10     38.00
WA711       0711  11     41.00
WA711       0711  12     43.00
WA711       0711  13     40.00
WA711       0711  14     39.00
WA711       0711  15     40.00
WA711       0711  16     43.00
WA711       0711  17     42.00
WA711       0711  18     44.00
WA711       0711  19     42.00
WA711       0711  20     41.00
WA711       0711  21     41.00
WA711       0711  22     39.00
WA711       0711  23     38.00
WA711       0711  24     46.00
WA711       0711  25     45.00
WA711       0711  26     44.00
WA711       0711  27     42.00
WA711       0711  28     42.00
WA711       0711  29     45.00
WA711       0711  30     43.00
WA711       0711  31     44.00
WA711       0811   1     42.00
WA711       0811   2     46.00
WA711       0811   3     45.00
WA711       0811   4     46.00
WA711       0811   5     47.00
WA711       0811   6     47.00
WA711       0811   7     47.00
WA711       0811   8     48.00
WA711       0811   9     47.00
WA711       0811  10     46.00
WA711       0811  11     45.00
WA711       0811  12     41.00
WA711       0811  13     45.00
WA711       0811  14     45.00
WA711       0811  15     40.00
WA711       0811  16     38.00
WA711       0811  17     43.00
WA711       0811  18     42.00
WA711       0811  19     42.00
WA711       0811  20     48.00
WA711       0811  21     51.00
WA711       0811  22     50.00
WA711       0811  23     47.00
WA711       0811  24     46.00
WA711       0811  25     49.00
WA711       0811  26     48.00
WA711       0811  27     49.00
WA711       0811  28     49.00
WA711       0811  29     48.00
WA711       0811  30     45.00
WA711       0811  31     41.00
WA711       0911   1     39.00
WA711       0911   2     39.00
WA711       0911   3     40.00
WA711       0911   4     43.00
WA711       0911   5     48.00
WA711       0911   6     47.00
WA711       0911   7     49.00
WA711       0911   8     54.00
WA711       0911   9     54.00
WA711       0911  10     55.00
WA711       0911  11     55.00
WA711       0911  12     53.00
WA711       0911  13     48.00
WA711       0911  14     42.00
WA711       0911  15     41.00
WA711       0911  16     37.00
WA711       0911  17     35.00
WA711       0911  18     40.00
WA711       0911  19     41.00
WA711       0911  20     38.00
WA711       0911  21     45.00
WA711       0911  22     50.00
WA711       0911  23     49.00
WA711       0911  24     47.00
WA711       0911  25     38.00
WA711       0911  26     35.00
WA711       0911  27     37.00
WA711       0911  28     33.00
WA711       0911  29     36.00
WA711       0911  30     41.00
WA711       1011   1     40.00
WA711       1011   2     38.00
WA711       1011   3     40.00
WA711       1011   4     35.00
WA711       1011   5     35.00
WA711       1011   6     37.00
WA711       1011   7     35.00
WA711       1011   8     33.00
WA711       1011   9     36.00
WA711       1011  10     37.00
WA711       1011  11     34.00
WA711       1011  12     34.00
WA711       1011  13     31.00
WA711       1011  14     32.00
WA711       1011  15     31.00
WA711       1011  16     30.00
WA711       1011  17     33.00
WA711       1011  18     34.00
WA711       1011  19     36.00
WA711       1011  20     34.00
WA711       1011  21     35.00
WA711       1011  22     36.00
WA711       1011  23     33.00
WA711       1011  24     30.00
WA711       1011  25     27.00
WA711       1011  26     27.00
WA711       1011  27     26.00
WA711       1011  28     30.00
WA711       1011  29     30.00
WA711       1011  30     31.00
WA711       1011  31     27.00
WA711       1111   1     26.00
WA711       1111   2     26.00
WA711       1111   3     26.00
WA711       1111   4     23.00
WA711       1111   5     18.00
WA711       1111   6     17.00
WA711       1111   7     26.00
WA711       1111   8     30.00
WA711       1111   9     30.00
WA711       1111  10     27.00
WA711       1111  11     23.00
WA711       1111  12     23.00
WA711       1111  13     27.00
WA711       1111  14     22.00
WA711       1111  15     14.00
WA711       1111  16     14.00
WA711       1111  17     20.00
WA711       1111  18     19.00
WA711       1111  19     12.00
WA711       1111  20      6.00
WA711       1111  21     15.00
WA711       1111  22     22.00
WA711       1111  23     26.00
WA711       1111  24     20.00
WA711       1111  25     19.00
WA711       1111  26     22.00
WA711       1111  27     28.00
WA711       1111  28     24.00
WA711       1111  29     24.00
WA711       1111  30     20.00
WA711       1211   1     19.00
WA711       1211   2     18.00
WA711       1211   3     18.00
WA711       1211   4     19.00
WA711       1211   5     21.00
WA711       1211   6     26.00
WA711       1211   7     21.00
WA711       1211   8     20.00
WA711       1211   9     24.00
WA711       1211  10     21.00
WA711       1211  11     15.00
WA711       1211  12     11.00
WA711       1211  13     14.00
WA711       1211  14     19.00
WA711       1211  15     19.00
WA711       1211  16     28.00
WA711       1211  17     30.00
WA711       1211  18     25.00
WA711       1211  19     23.00
WA711       1211  20     25.00
WA711       1211  21     14.00
WA711       1211  22     13.00
WA711       1211  23     13.00
WA711       1211  24     24.00
WA711       1211  25     24.00
WA711       1211  26     21.00
WA711       1211  27     24.00
WA711       1211  28     28.00
WA711       1211  29     28.00
WA711       1211  30     23.00
WA711       1211  31     16.00
WA711       0112   1     19.00
WA711       0112   2     22.00
WA711       0112   3     26.00
WA711       0112   4     29.00
WA711       0112   5     26.00
WA711       0112   6     23.00
WA711       0112   7     19.00
